id,title,checked_link,countries,date,justify,label,source,poynter_link,social_medias,tweet_id,user_id,text,text_en,created_at,geo,place_name,coordinates,user_location,likes,retweets,followers,lang,date_diff
2199, pedro sanchez president of government of spain spoke about a scientific committee and now the government recognize that committee never existed,https://maldita.es/malditobulo/20200803/comite-cientifico-no-tecnico-para-desescalada-decide-cambio-fases-sanidad-niega-existencia-covid19/,Spain,8/3/2020,explanation the president spoke about other committee,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=pedro-sanchez-president-of-government-of-spain-spoke-about-a-scientific-committee-and-now-the-government-recognize-that-committee-never-existed,1,_1241344213129793536,_68740712,Gracias  cientÃ­ficos  por vuestro trabajo para vencer al coronavirus. Este Gobierno os necesita y os escucha. Hoy hâ€¦ https://t.co/yXft3I41Rk,Scientists thanks for your work to beat the coronavirus. This government needs you and you listen. Today was € | https://t.co/yXft3I41Rk,3/21/2020,None,,None,,8009,2777,1559032,es,135
2199, pedro sanchez president of government of spain spoke about a scientific committee and now the government recognize that committee never existed,https://maldita.es/malditobulo/20200803/comite-cientifico-no-tecnico-para-desescalada-decide-cambio-fases-sanidad-niega-existencia-covid19/,Spain,8/3/2020,explanation the president spoke about other committee,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=pedro-sanchez-president-of-government-of-spain-spoke-about-a-scientific-committee-and-now-the-government-recognize-that-committee-never-existed,1,_1243845980304420864,_58417540,El PG  @sanchezcastejon  se encuentra reunido por videoconferencia con el ComitÃ© CientÃ­fico del #COVID19  integradoâ€¦ https://t.co/1R6E6O4tEI,PG @sanchezcastejon is meeting by videoconference with the Committee of the € © scientist # COVID19 integradoâ | https://t.co/1R6E6O4tEI,3/28/2020,None,,None,Madrid (Spain),484,212,758000,es,128
2199, pedro sanchez president of government of spain spoke about a scientific committee and now the government recognize that committee never existed,https://maldita.es/malditobulo/20200803/comite-cientifico-no-tecnico-para-desescalada-decide-cambio-fases-sanidad-niega-existencia-covid19/,Spain,8/3/2020,explanation the president spoke about other committee,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=pedro-sanchez-president-of-government-of-spain-spoke-about-a-scientific-committee-and-now-the-government-recognize-that-committee-never-existed,1,_1246371733667536896,_58417540,El PG  @sanchezcastejon  se encuentra reunido por videoconferencia con el ComitÃ© CientÃ­fico del #COVID19  integradoâ€¦ https://t.co/8dr8TTfO61,PG @sanchezcastejon is meeting by videoconference with the Committee of the € © scientist # COVID19 integradoâ | https://t.co/8dr8TTfO61,4/4/2020,None,,None,Madrid (Spain),422,210,758000,es,121
2199, pedro sanchez president of government of spain spoke about a scientific committee and now the government recognize that committee never existed,https://maldita.es/malditobulo/20200803/comite-cientifico-no-tecnico-para-desescalada-decide-cambio-fases-sanidad-niega-existencia-covid19/,Spain,8/3/2020,explanation the president spoke about other committee,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=pedro-sanchez-president-of-government-of-spain-spoke-about-a-scientific-committee-and-now-the-government-recognize-that-committee-never-existed,1,_1241347749490176007,_232124120,El ComitÃ© CientÃ­fico del COVID-19 estÃ¡ integrado por seis tÃ©cnicos de prestigio nacional e internacional a cuyo freâ€¦ https://t.co/GyXqEGcQIj,The scientist of the Committee © COVID-19 is integrated for six tÃ © technicians of national and international prestige whose frizzle € | https://t.co/GyXqEGcQIj,3/21/2020,None,,None,Madrid  EspaÃ±a,158,92,634072,es,135
2199, pedro sanchez president of government of spain spoke about a scientific committee and now the government recognize that committee never existed,https://maldita.es/malditobulo/20200803/comite-cientifico-no-tecnico-para-desescalada-decide-cambio-fases-sanidad-niega-existencia-covid19/,Spain,8/3/2020,explanation the president spoke about other committee,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=pedro-sanchez-president-of-government-of-spain-spoke-about-a-scientific-committee-and-now-the-government-recognize-that-committee-never-existed,1,_1280080021294665739,_58417540,El PG  @sanchezcastejon  estÃ¡ reunido con los miembros del ComitÃ© CientÃ­fico-TÃ©cnico #COVID19 para conocer las concâ€¦ https://t.co/U3bZuFDhXx,PG @sanchezcastejon HATH met with members of the Committee © TÃ © scientist-technician # COVID19 to know the CoNCA € | https://t.co/U3bZuFDhXx,7/6/2020,None,,None,Madrid (Spain),131,78,758000,es,28
2205, between 500000 and 35 million people attended an anticorona protest in berlin on august 1st,https://correctiv.org/faktencheck/2020/08/03/zahlreiche-falschmeldungen-ueber-teilnehmerzahl-bei-anti-corona-protest-in-berlin/,Germany,8/2/2020,explanation the numbers circulating on the internet are largely exaggerated the police spoke of 20000 people,FALSE, Correctiv,https://www.poynter.org/?ifcn_misinformation=between-500000-and-3-5-million-people-attended-an-anti-corona-protest-in-berlin-on-august-1st,1,_1289543908972584960,_2398002414,In der Spitze zÃ¤hlte diese Versammlung etwa 17.000 Teilnehmende. ,"In the top of this Assembly about zÃ¤hlte 17,000 participants.",,,,,,,,,,-1"Eine exorbitant hÃ¶here Zahl  die laut verschiedenâ€¦ https://t.co/RPbn1zs4ex""",2020-08-01 12:50:01,None,,None,,1480,272,407379,de,,,,,,,,,,,,,,-1
2214, more than a million people protested against the lockdown measures in berlin,https://voxukraine.org/uk/manipulyatsiya-ponad-miljon-lyudej-vijshli-na-berlinskij-protest-proti-karantinnih-obmezhen/,Ukraine- Germany,8/1/2020,explanation the number of protest participants is inflated there were no more than 20 thousand people,FALSE, VoxCheck,https://www.poynter.org/?ifcn_misinformation=more-than-a-million-people-protested-against-the-lockdown-measures-in-berlin,3,_1289543908972584960,_2398002414,In der Spitze zÃ¤hlte diese Versammlung etwa 17.000 Teilnehmende. ,"In the top of this Assembly about zÃ¤hlte 17,000 participants.",,,,,,,,,,-1
2232, eduardo leite governor of rio grande do sul brazil is taking hydroxichloroquine and ivermectin against covid19,https://piaui.folha.uol.com.br/lupa/2020/07/31/verificamos-governador-rs-hidroxicloroquina/,Brazil,7/31/2020,explanation leite only had mild symptoms according to him  he only took some painkillers because of a headache,FALSE, AgÃªncia Lupa,https://www.poynter.org/?ifcn_misinformation=eduardo-leite-governor-of-rio-grande-do-sul-brazil-is-taking-hydroxichloroquine-and-ivermectin-against-covid-19,1,_1286752274740649984,_123891446,ApÃ³s um teste RT-PCR e mesmo estando assintomÃ¡tico  fui surpreendido agora hÃ¡ pouco com o resultado positivo para Câ€¦ https://t.co/PPzGQGAhLZ,"Aft RT-PCR assay, and even when little assintomÃ¡tico hÃ¡ now been surprised with the positive results for Ca € | https://t.co/PPzGQGAhLZ",7/24/2020,None,,None,Pelotas - RS,9147,674,126344,pt,7
2232, eduardo leite governor of rio grande do sul brazil is taking hydroxichloroquine and ivermectin against covid19,https://piaui.folha.uol.com.br/lupa/2020/07/31/verificamos-governador-rs-hidroxicloroquina/,Brazil,7/31/2020,explanation leite only had mild symptoms according to him  he only took some painkillers because of a headache,FALSE, AgÃªncia Lupa,https://www.poynter.org/?ifcn_misinformation=eduardo-leite-governor-of-rio-grande-do-sul-brazil-is-taking-hydroxichloroquine-and-ivermectin-against-covid-19,1,_1287746849860976640,_123891446,Neste quarto dia apÃ³s o resultado positivo do teste para #Covid19 tenho apenas sintomas leves  como dor de cabeÃ§a eâ€¦ https://t.co/9JiEPibsk2,In this fourth day aft the positive test result # Covid19 have only mild symptoms such as pain and upside € | https://t.co/9JiEPibsk2,7/27/2020,None,,None,Pelotas - RS,2638,49,126344,pt,4
2236, an image published by the argentine journalist viviana canosa of two people not respecting social distancing at the casa rosada,https://chequeado.com/el-explicador/no-la-foto-que-publico-viviana-canosa-de-la-casa-rosada-no-es-actual/,Argentina,7/31/2020,explanation although the image is real  it is taken out of context the photograph was taken in 2013 the journalist tweeted an image of a grenadier and a person in disguise  hugged and without masks  implying that the corresponding sanitary protocol was not being respected,FALSE, Chequeado,https://www.poynter.org/?ifcn_misinformation=an-image-published-by-the-argentine-journalist-viviana-canosa-of-two-people-not-respecting-social-distancing-at-the-casa-rosada,1,_1289241292673703937,_480860644,Distanciamiento social? ,Social distancing?,,,,,,,,,,-1Barbijos???,,,,,,,,,,,,,,,,,,,,,,,-1"#CasaRosada https://t.co/4gDfvB0dkP""",2020-07-31 16:47:31,None,,None,,8471,2479,415727,es,,,,,,,,,,,,,,-1
2236, an image published by the argentine journalist viviana canosa of two people not respecting social distancing at the casa rosada,https://chequeado.com/el-explicador/no-la-foto-que-publico-viviana-canosa-de-la-casa-rosada-no-es-actual/,Argentina,7/31/2020,explanation although the image is real  it is taken out of context the photograph was taken in 2013 the journalist tweeted an image of a grenadier and a person in disguise  hugged and without masks  implying that the corresponding sanitary protocol was not being respected,FALSE, Chequeado,https://www.poynter.org/?ifcn_misinformation=an-image-published-by-the-argentine-journalist-viviana-canosa-of-two-people-not-respecting-social-distancing-at-the-casa-rosada,1,_1289272648149504000,_508090497,@vivicanosaok Viviana disculpa pero esta foto la hice yo en el aÃ±o 2013   en este momento forma parte de la publicaâ€¦ https://t.co/4EZAgVv3O4,Viviana @vivicanosaok this photo apology but I made it in the year 2013 ± or currently is part of the € publicaâ | https://t.co/4EZAgVv3O4,7/31/2020,None,,None,Mar del Plata  Argentina,16121,2330,580,es,0
2233, doctor in muzaffarnagar uttar pradesh was caught trying to steal the kidney of covid19 patient,https://www.boomlive.in/fake-news/2018-images-of-alleged-kidney-theft-in-up-revived-with-covid-19-spin-9116,nan,7/31/2020,explanation the news is from 2018 where a patients family alleged that they were not informed about the kidney of the patient being removed,FALSE, BOOM FactCheck,https://www.poynter.org/?ifcn_misinformation=doctor-in-muzaffarnagar-uttar-pradesh-was-caught-trying-to-steal-the-kidney-of-covid-19-patient,3,_1288896707728510976,_1242661617604558848,à¤®à¥‹à¤¦à¥€à¤œà¥€ @narendramodi,à¤®à ¥ <à¤|à ¥ A ¥ € € @narendramodi,,,,,,,,,,-1à¤•à¥‹à¤°à¥‹à¤¨à¤¾ à¤•à¤¾à¤² à¤®à¥‡ à¤¡à¥‰à¤•à¥à¤Ÿà¤° à¤•à¥‹ à¤®à¤¹à¤¾à¤¨ à¤¯à¥‹à¤¦à¥à¤§à¤¾à¤“ à¤•à¥‡ à¤°à¥‚à¤ª à¤®à¥‡ à¤¬à¥‹à¤² à¤°à¤¹à¥‡ à¤¥à¥‡ à¤•à¤¿à¤¨à¥à¤¤à¥ ,,,,,,,,,,,,,,,,,,,,,,,-1"à¤‰à¤¤à¥à¤¤à¤° à¤ªà¥à¤°à¤¦à¥‡à¤¶ à¤•à¥‡ à¤®à¥à¤œà¤«à¥à¤«à¤°à¤¨à¤—à¤°â€¦ https://t.co/wtQNnsXISa""",2020-07-30 17:58:16,None,,None,Gujarat  India,16,9,10105,hi,,,,,,,,,,,,,,-1
2244, barack obama melinda gates and anthony fauci visited a laboratory in wuhan,https://colombiacheck.com/chequeos/no-foto-no-es-de-visita-de-barack-obama-melinda-gates-y-anthony-fauci-laboratorio-en-wuhan,Colombia,7/31/2020,explanation the photo was taken at the headquarters of the national institute of allergy and infectious diseases in the united states in 2014 and shows obama and fauci with officials from that center  but does not show melinda gates,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=barack-obama-melinda-gates-and-anthony-fauci-visited-a-laboratory-in-wuhan,3,_830974783047208962,_67654599,Decimotercer dÃ­a de protestas callejeras contra la corrupciÃ³n en #RumanÃ­a https://t.co/VGI2mYwoOO https://t.co/rkvo389U1C,Thirteenth day of street protests against corruption in # Rumania https://t.co/VGI2mYwoOO https://t.co/rkvo389U1C,2/13/2017,None,,None,BogotÃ¡  Colombia,37,29,1409696,es,1264
2244, barack obama melinda gates and anthony fauci visited a laboratory in wuhan,https://colombiacheck.com/chequeos/no-foto-no-es-de-visita-de-barack-obama-melinda-gates-y-anthony-fauci-laboratorio-en-wuhan,Colombia,7/31/2020,explanation the photo was taken at the headquarters of the national institute of allergy and infectious diseases in the united states in 2014 and shows obama and fauci with officials from that center  but does not show melinda gates,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=barack-obama-melinda-gates-and-anthony-fauci-visited-a-laboratory-in-wuhan,3,_828380512972587009,_196509596,Anti-corruption protests in the Romanian capital Bucharest continue. Tonight: https://t.co/86DeFmSTgh,Anti-corruption protests in the Romanian capital Bucharest continue. Tonight: https://t.co/86DeFmSTgh,2/5/2017,None,,None,,2611,1438,4583,en,1272
2244, barack obama melinda gates and anthony fauci visited a laboratory in wuhan,https://colombiacheck.com/chequeos/no-foto-no-es-de-visita-de-barack-obama-melinda-gates-y-anthony-fauci-laboratorio-en-wuhan,Colombia,7/31/2020,explanation the photo was taken at the headquarters of the national institute of allergy and infectious diseases in the united states in 2014 and shows obama and fauci with officials from that center  but does not show melinda gates,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=barack-obama-melinda-gates-and-anthony-fauci-visited-a-laboratory-in-wuhan,3,_828343741584855040,_18000185,300k strong in #Bucharest protest decriminalizing corruption. https://t.co/QtM3GYywBZ,300k strong in #Bucharest protest decriminalizing corruption. https://t.co/QtM3GYywBZ,2/5/2017,None,,None,Southern California,485,187,27194,en,1272
2251, herman cain onetime republican presidential candidate died of colon cancer not covid19,https://www.factcheck.org/2020/07/herman-cain-died-of-covid-19-not-cancer/,UnitedStates,7/30/2020,explanation news reports and cains staff confirmed he died of covid19 on july 30,FALSE, FactCheck.org,https://www.poynter.org/?ifcn_misinformation=herman-cain-one-time-republican-presidential-candidate-died-of-colon-cancer-not-covid-19,3,_1274489632886075398,_28587919,Hereâ€™s just a few of the #BlackVoicesForTrump at tonightâ€™s rally!  Having a fantastic time!,Hereâ€™s just a few of the #BlackVoicesForTrump at tonightâ€™s rally!  Having a fantastic time!,,,,,,,,,,-1"#TulsaRally2020â€¦ https://t.co/E0v2PpYxp9""",2020-06-20 23:49:42,None,,None,Stockbridge  Georgia,31543,8544,471611,en,,,,,,,,,,,,,,-1
