id,title,checked_link,countries,date,justify,label,source,poynter_link,social_medias,tweet_id,user_id,text,created_at,geo,place_name,coordinates,user_location,likes,retweets,followers,lang
831, a claim of an old family photo of turkishgerman scientist ugur sahin who developed a covid19 vaccine,https://factcheck.afp.com/not-family-photo-covid-19-vaccine-inventor-ugur-sahin,Pakistan- Belgium,2020-12-11,explanation this photo does not show sahin nor his family,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=a-claim-of-an-old-family-photo-of-turkish-german-scientist-ugur-sahin-who-developed-a-covid-19-vaccine,1,_1330878514938212356,_1114879765,"Na fotki staroj 50 godina je turska imigrantska porodica u Njemčkoj.U žutoj majici  stoji Uğur Şahin  danas njemač… https://t.co/3xpbWhCqOb",2020-11-23 14:18:59,None,Montenegro,None,Podgorica,2494,195,2045,und
831, a claim of an old family photo of turkishgerman scientist ugur sahin who developed a covid19 vaccine,https://factcheck.afp.com/not-family-photo-covid-19-vaccine-inventor-ugur-sahin,Pakistan- Belgium,2020-12-11,explanation this photo does not show sahin nor his family,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=a-claim-of-an-old-family-photo-of-turkish-german-scientist-ugur-sahin-who-developed-a-covid-19-vaccine,1,_1336785762759663618,_3038306092,A muslim immigrant family. The boy in the yellow shirt will go on to invent the vaccine for COVID-19. https://t.co/SRL3H936BQ,2020-12-09 21:32:16,None,,None,,285,53,1582,en
831, a claim of an old family photo of turkishgerman scientist ugur sahin who developed a covid19 vaccine,https://factcheck.afp.com/not-family-photo-covid-19-vaccine-inventor-ugur-sahin,Pakistan- Belgium,2020-12-11,explanation this photo does not show sahin nor his family,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=a-claim-of-an-old-family-photo-of-turkish-german-scientist-ugur-sahin-who-developed-a-covid-19-vaccine,1,_1335388550683009027,_30367834,"A family of Muslim immigrants from Turkey newly arrived in Germany.The boy in the yellow t-shirt went on to lead… https://t.co/QesQ5XF5tH",2020-12-06 01:00:15,None,,None,,34584,9385,33559,en
831, a claim of an old family photo of turkishgerman scientist ugur sahin who developed a covid19 vaccine,https://factcheck.afp.com/not-family-photo-covid-19-vaccine-inventor-ugur-sahin,Pakistan- Belgium,2020-12-11,explanation this photo does not show sahin nor his family,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=a-claim-of-an-old-family-photo-of-turkish-german-scientist-ugur-sahin-who-developed-a-covid-19-vaccine,1,_1330878514938212356,_1114879765,"Na fotki staroj 50 godina je turska imigrantska porodica u Njemčkoj.U žutoj majici  stoji Uğur Şahin  danas njemač… https://t.co/3xpbWhCqOb",2020-11-23 14:18:59,None,Montenegro,None,Podgorica,2494,195,2045,und
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328588178157170688,_807980801832861696,श्रीमान @ashokgehlot51 जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरि… https://t.co/11HH2AEnZJ,2020-11-17 06:38:00,None,,None,Navi Mumbai  India,3,3,1717,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328574773031530498,_1274970231270567938,श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरिका ने… https://t.co/tRquFR4E3S,2020-11-17 05:44:44,None,,None,India,31,8,34435,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328607750960553984,_2898314810,श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरिका ने… https://t.co/DW0YkssmdD,2020-11-17 07:55:46,None,,None,अचलपूर जि.अमरावती महाराष्ट्र ,33,4,54095,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328587223848116230,_453724430,"श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़ेअशोक गहलोत अप… https://t.co/Sf7tMOVPIK",2020-11-17 06:34:12,None,,None,Gurgaon  Haryana,6,0,374,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328588178157170688,_807980801832861696,श्रीमान @ashokgehlot51 जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरि… https://t.co/11HH2AEnZJ,2020-11-17 06:38:00,None,,None,Navi Mumbai  India,3,3,1717,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328574773031530498,_1274970231270567938,श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरिका ने… https://t.co/tRquFR4E3S,2020-11-17 05:44:44,None,,None,India,31,8,34435,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328607750960553984,_2898314810,श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरिका ने… https://t.co/DW0YkssmdD,2020-11-17 07:55:46,None,,None,अचलपूर जि.अमरावती महाराष्ट्र ,33,4,54095,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328587223848116230,_453724430,"श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़ेअशोक गहलोत अप… https://t.co/Sf7tMOVPIK",2020-11-17 06:34:12,None,,None,Gurgaon  Haryana,6,0,374,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328588178157170688,_807980801832861696,श्रीमान @ashokgehlot51 जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरि… https://t.co/11HH2AEnZJ,2020-11-17 06:38:00,None,,None,Navi Mumbai  India,3,3,1717,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328574773031530498,_1274970231270567938,श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरिका ने… https://t.co/tRquFR4E3S,2020-11-17 05:44:44,None,,None,India,31,8,34435,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328607750960553984,_2898314810,श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरिका ने… https://t.co/DW0YkssmdD,2020-11-17 07:55:46,None,,None,अचलपूर जि.अमरावती महाराष्ट्र ,33,4,54095,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328587223848116230,_453724430,"श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़ेअशोक गहलोत अप… https://t.co/Sf7tMOVPIK",2020-11-17 06:34:12,None,,None,Gurgaon  Haryana,6,0,374,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328588178157170688,_807980801832861696,श्रीमान @ashokgehlot51 जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरि… https://t.co/11HH2AEnZJ,2020-11-17 06:38:00,None,,None,Navi Mumbai  India,3,3,1717,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328574773031530498,_1274970231270567938,श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरिका ने… https://t.co/tRquFR4E3S,2020-11-17 05:44:44,None,,None,India,31,8,34435,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328607750960553984,_2898314810,श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़े और अमेरिका ने… https://t.co/DW0YkssmdD,2020-11-17 07:55:46,None,,None,अचलपूर जि.अमरावती महाराष्ट्र ,33,4,54095,hi
940, an indian politician is celebrating diwali with lit sparklers and flouting coronavirus restrictions in november 2020,https://factcheck.afp.com/photo-shows-indian-politician-celebrating-diwali-2019-coronavirus-pandemic,India,2020-12-01,explanation the photo in fact shows the politician celebrating diwali in october 2019  before the coronavirus pandemic,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-is-celebrating-diwali-with-lit-sparklers-and-flouting-coronavirus-restrictions-in-november-2020,1,_1328587223848116230,_453724430,"श्रीमान अशोक गहलोत जी ने अमेरिका से रिक्वेस्ट किया था कि वह ऐसा पटाखा बनाएं जो जलाने पर ऑक्सीजन छोड़ेअशोक गहलोत अप… https://t.co/Sf7tMOVPIK",2020-11-17 06:34:12,None,,None,Gurgaon  Haryana,6,0,374,hi
1098, mrna vaccines can cause irreparable genetic damage or change our genetic information,https://colombiacheck.com/chequeos/vacunas-de-arnm-para-prevenir-covid-19-no-modificarian-nuestra-informacion-genetica,Colombia,2020-11-13,explanation a message falsely attributed to antivaccine advocate robert f kennedy jr contains distorted claims about mrna vaccines,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=mrna-vaccines-can-cause-irreparable-genetic-damage-or-change-our-genetic-information,1,_1352249681976418309,_201256928,"Supuestamente  Colombia recibirá en Febrero las vacunas de Covax. Estas vacunas (Covax) no son compradas  son las… https://t.co/BlTjTtySen",2021-01-21 13:40:22,None,,None,Colombia,4949,1990,42772,es
1712, the death rate from the novel coronavirus disease covid19 is lower than that of the flu,https://factcheck.afp.com/international-health-experts-refute-claim-coronavirus-death-rate-lower-flu-0,Philippines,2020-09-10,explanation available evidence from multiple expert sources show the covid19 death rate is higher than the flus death rate,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=the-death-rate-from-the-novel-coronavirus-disease-covid-19-is-lower-than-that-of-the-flu,0,_1283852203632005120,_192615461,The COVID-19 death rate without a vaccine is lower than the flu death rate with a vaccine.,2020-07-16 19:53:12,None,,None,Washington  DC,29967,10834,69998,en
1712, the death rate from the novel coronavirus disease covid19 is lower than that of the flu,https://factcheck.afp.com/international-health-experts-refute-claim-coronavirus-death-rate-lower-flu-0,Philippines,2020-09-10,explanation available evidence from multiple expert sources show the covid19 death rate is higher than the flus death rate,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=the-death-rate-from-the-novel-coronavirus-disease-covid-19-is-lower-than-that-of-the-flu,0,_1283852203632005120,_192615461,The COVID-19 death rate without a vaccine is lower than the flu death rate with a vaccine.,2020-07-16 19:53:12,None,,None,Washington  DC,29967,10834,69998,en
1714, kentucky governor andy beshear attended the 2020 edition of the states famous horse race and didnt wear a mask,https://factcheck.afp.com/kentucky-governor-did-not-attend-states-2020-derby,UnitedStates,2020-09-10,explanation the 2020 kentucky derby took place without spectators except for necessary staff  and the photo illustrating the claims dates from 2017,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=kentucky-governor-andy-beshear-attended-the-2020-edition-of-the-states-famous-horse-race-and-didnt-wear-a-mask,0,_1302245348518305792,_1192549822865297409,From our home to yours  happy #Derby Kentucky. Let's keep this tradition alive by celebrating at home and staying s… https://t.co/NDCgvDwMu1,2020-09-05 14:01:00,None,,None,Frankfort  Kentucky,1215,57,129606,en
1714, kentucky governor andy beshear attended the 2020 edition of the states famous horse race and didnt wear a mask,https://factcheck.afp.com/kentucky-governor-did-not-attend-states-2020-derby,UnitedStates,2020-09-10,explanation the 2020 kentucky derby took place without spectators except for necessary staff  and the photo illustrating the claims dates from 2017,FALSE, AFP,https://www.poynter.org/?ifcn_misinformation=kentucky-governor-andy-beshear-attended-the-2020-edition-of-the-states-famous-horse-race-and-didnt-wear-a-mask,0,_1302245348518305792,_1192549822865297409,From our home to yours  happy #Derby Kentucky. Let's keep this tradition alive by celebrating at home and staying s… https://t.co/NDCgvDwMu1,2020-09-05 14:01:00,None,,None,Frankfort  Kentucky,1215,57,129606,en
1887, covid19s pandemic is fake,https://colombiacheck.com/chequeos/es-falso-que-el-coronavirus-sea-una-falsa-pandemia-como-sugieren-los-medicos-por-la-verdad,Colombia,2020-08-26,explanation this phrase is based on false data it is from a video by doctors for truth  a group of coronavirus deniers,FALSE, Colombiacheck,https://www.poynter.org/?ifcn_misinformation=covid-19s-pandemic-is-fake,1,_1240348909131702272,_1021103356184588288,"Ante la crisis económica generada por el #Coronavirus  Colombia le entrega 17 BILLONES a los Bancos  mientras la ""a… https://t.co/i5xtVkeR7o",2020-03-18 18:46:39,None,,None,Colombia,43,51,9640,es
2160, a photo collage claims to show images taken during a protest against coronavirus restrictions in germany in august 2020,https://maldita.es/malditobulo/20200805/fotos-manifestacion-1-agosto-berlin-alemania-coronavirus/,Spain,2020-08-05,explanation the photos are from antiracism demonstrations in june,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=a-photo-collage-claims-to-show-images-taken-during-a-protest-against-coronavirus-restrictions-in-germany-in-august-2020,0,_1269253528557621250,_378615091,Thousands flocking to BLM protests in #Cologne. It’s of many anti-racism protests held throughout #Germany today.… https://t.co/WEMBfvkkdY,2020-06-06 13:03:17,None,,None,Köln 🇪🇺 via 🇧🇪🇫🇷🇦🇺🇭🇰,30,11,9153,en
2160, a photo collage claims to show images taken during a protest against coronavirus restrictions in germany in august 2020,https://maldita.es/malditobulo/20200805/fotos-manifestacion-1-agosto-berlin-alemania-coronavirus/,Spain,2020-08-05,explanation the photos are from antiracism demonstrations in june,FALSE, Maldita.es,https://www.poynter.org/?ifcn_misinformation=a-photo-collage-claims-to-show-images-taken-during-a-protest-against-coronavirus-restrictions-in-germany-in-august-2020,0,_1269253528557621250,_378615091,Thousands flocking to BLM protests in #Cologne. It’s of many anti-racism protests held throughout #Germany today.… https://t.co/WEMBfvkkdY,2020-06-06 13:03:17,None,,None,Köln 🇪🇺 via 🇧🇪🇫🇷🇦🇺🇭🇰,30,11,9153,en
2746, patanjali ceo denies saying that coronil can cure covid19,https://www.boomlive.in/fake-news/never-said-coronil-can-cure-corona-patanjali-ceo-makes-false-claim-8700,India,2020-06-30,explanation the press release by patanjali as well as the first press conference endorsed it as a cure,FALSE, BOOM FactCheck,https://www.poynter.org/?ifcn_misinformation=patanjali-ceo-denies-saying-that-coronil-can-cure-covid-19,1,_1275342291234770944,_708148004797030401,"#आयुर्वेदविजय_कोरोनिल_श्वासारिIn case you missed today's launch of the first evidence-based ayurvedic medicine for… https://t.co/ymVhXvTbcy",2020-06-23 08:17:51,None,,None,Haridwar  India,458,298,75214,en
2746, patanjali ceo denies saying that coronil can cure covid19,https://www.boomlive.in/fake-news/never-said-coronil-can-cure-corona-patanjali-ceo-makes-false-claim-8700,India,2020-06-30,explanation the press release by patanjali as well as the first press conference endorsed it as a cure,FALSE, BOOM FactCheck,https://www.poynter.org/?ifcn_misinformation=patanjali-ceo-denies-saying-that-coronil-can-cure-covid-19,1,_1275279384698482688,_1478946613,"#आयुर्वेदविजय_कोरोनिल_श्वासारि#कोरोना_से_जंग की दिशा-दशा बदल जाएगीदुनिया में जिंदगी से डर की परछाई हट जाएगी.!Par… https://t.co/uTsSjLBqwC",2020-06-23 04:07:53,None,,None,New Delhi  India,523,424,14327,und
